init_fuel,city,walking.duration,walking.distance,init_address,vendor,final_time,driving.duration,driving.distance,plate,final_address,init_time,vin,smartPhoneRequired,init_date,final_fuel,exterior,interior,final_date,engineType,origin_destination.type,origin_destination.coordinates[0][0],origin_destination.coordinates[0][1],origin_destination.coordinates[1][0],origin_destination.coordinates[1][1],public_transport.duration,public_transport.distance,public_transport.arrival_date,public_transport.arrival_time,distance,virtual_rental_type_id,carModelData[0],carModelData[1],carModelData[2],car_category_id,car_category_type_id,car_name,onClick_disabled,virtual_rental_id
75,Torino,2655,3470,"Via Giovanni Fattori, 2-12, 10141 Torino TO",car2go,1505716434,849,4390,019/FF777KW,"Via Umberto Biancamano, 2, 10121 Torino TO",1505715277,WME4533421K148794,true,2017-09-18T08:14:37.000Z,75,GOOD,GOOD,2017-09-18T08:33:54.000Z,CE,LineString,7.63786,45.06826,7.67589,45.0665,1382,3778,2017-09-18T08:57:16.000Z,1505717836,2991,,,,,,,,,
40,Torino,3148,4042,"Via Oropa, 76, 10153 Torino TO",car2go,1505716172,1087,4685,337/FF061VY,"Via Perrone, 14-16, 10122 Torino TO",1505715277,WME4533421K154350,true,2017-09-18T08:14:37.000Z,40,GOOD,GOOD,2017-09-18T08:29:32.000Z,CE,LineString,7.7183,45.07262,7.67268,45.07288,2089,4603,2017-09-18T09:08:47.000Z,1505718527,3580,,,,,,,,,
57,Torino,1101,1478,"Corso Stati Uniti, 23, 10128 Torino TO",car2go,1505716223,372,1712,180/EZ512NP,"Via Giovanni Ribet, 9-11, 10125 Torino TO",1505715277,WME4513341K745658,false,2017-09-18T08:14:37.000Z,57,GOOD,GOOD,2017-09-18T08:30:23.000Z,CE,LineString,7.66984,45.06296,7.67503,45.05465,849,2059,2017-09-18T08:44:35.000Z,1505717075,1009,,,,,,,,,
84,Torino,3155,4188,"Via Vinovo, 14-20, 10127 Torino TO",car2go,1505715959,621,4461,081/FF047NT,"Corso Massimo d'Azeglio, 34, 10125 Torino TO",1505715277,WME4533421K149735,true,2017-09-18T08:14:37.000Z,81,GOOD,GOOD,2017-09-18T08:25:59.000Z,CE,LineString,7.66579,45.02146,7.68421,45.05416,1550,4304,2017-09-18T09:04:16.000Z,1505718256,3911,,,,,,,,,
46,Torino,2933,3960,"Via Alfonso Badini Confalonieri, 94, 10148 Torino TO",car2go,1505716603,634,3959,350/FF154VY,"Via Bernardino Ramazzini, 10, 10154 Torino TO",1505715277,WME4533421K152534,true,2017-09-18T08:14:37.000Z,43,GOOD,GOOD,2017-09-18T08:36:43.000Z,CE,LineString,7.65599,45.11074,7.70317,45.10505,1578,5152,2017-09-18T09:16:03.000Z,1505718963,3753,,,,,,,,,
59,Torino,1790,2327,"Corso Novara, 6a, 10152 Torino TO",car2go,1505715959,581,3241,328/FF053VV,"Via Avellino, 25, 10144 Torino TO",1505715277,WME4533421K152738,true,2017-09-18T08:14:37.000Z,56,GOOD,GOOD,2017-09-18T08:25:59.000Z,CE,LineString,7.68853,45.08856,7.66333,45.08595,1335,2668,2017-09-18T08:47:02.000Z,1505717222,1998,,,,,,,,,
100,Torino,-1,-1,"Via Cocconato, 10, 10132 Torino TO",car2go,1505716548,-1,-1,408/FK609LX,"Via Cocconato, 10, 10132 Torino TO",1505715325,WME4530421Y135076,true,2017-09-18T08:15:25.000Z,100,GOOD,GOOD,2017-09-18T08:35:48.000Z,CE,LineString,7.71572,45.06765,7.71572,45.06765,-1,-1,-1,-1,0,,,,,,,,,
93,Torino,-1,-1,"Via Garessio, 45, 10126 Torino TO",car2go,1505716603,-1,-1,274/FF185SJ,"Via Garessio, 45, 10126 Torino TO",1505715374,WME4533421K151971,true,2017-09-18T08:16:14.000Z,93,GOOD,GOOD,2017-09-18T08:36:43.000Z,CE,LineString,7.67192,45.03066,7.67192,45.03066,-1,-1,-1,-1,0,,,,,,,,,
25,Torino,-1,-1,"Corso Bernardino Telesio, 56, 10146 Torino TO",car2go,1505715435,-1,-1,074/FF040NT,"Corso Bernardino Telesio, 56, 10146 Torino TO",1505715374,WME4533421K149388,true,2017-09-18T08:16:14.000Z,25,GOOD,GOOD,2017-09-18T08:17:15.000Z,CE,LineString,7.62703,45.07912,7.62703,45.07912,-1,-1,-1,-1,0,,,,,,,,,
43,Torino,-1,-1,"Corso Cadore, 38, 10153 Torino TO",car2go,1505716603,-1,-1,446/FK639LX,"Corso Cadore, 38, 10153 Torino TO",1505715374,WME4530421Y135050,true,2017-09-18T08:16:14.000Z,43,GOOD,GOOD,2017-09-18T08:36:43.000Z,CE,LineString,7.72455,45.07365,7.72455,45.07365,-1,-1,-1,-1,0,,,,,,,,,
53,Torino,2288,2913,"Via Giuseppe Giacosa, 31-33, 10125 Torino TO",car2go,1505716755,683,3361,155/FF180NT,"Via Rio de Janeiro, 1-5, 10141 Torino TO",1505715374,WME4533421K152448,true,2017-09-18T08:16:14.000Z,50,GOOD,GOOD,2017-09-18T08:39:15.000Z,CE,LineString,7.68343,45.05446,7.65151,45.05966,1491,3544,2017-09-18T09:04:25.000Z,1505718265,2571,,,,,,,,,
50,Torino,2912,3955,"Corso Marche, 6, 10146 Torino TO",car2go,1505717066,695,4546,323/FF298SJ,"Via Principi d'Acaja, 38, 10138 Torino TO",1505715374,WME4533421K152377,true,2017-09-18T08:16:14.000Z,46,GOOD,GOOD,2017-09-18T08:44:26.000Z,CE,LineString,7.6146,45.07458,7.66196,45.07289,973,4395,2017-09-18T09:02:25.000Z,1505718145,3721,,,,,,,,,
75,Torino,-1,-1,"Via Pinerolo, 35a, 10152 Torino TO",car2go,1505715435,-1,-1,264/FF157SJ,"Via Pinerolo, 35a, 10152 Torino TO",1505715374,WME4533421K150729,true,2017-09-18T08:16:14.000Z,75,GOOD,GOOD,2017-09-18T08:17:15.000Z,CE,LineString,7.68493,45.08833,7.68493,45.08833,-1,-1,-1,-1,0,,,,,,,,,
40,Torino,-1,-1,"Corso Giovanni Pascoli, 5-9, 10134 Torino TO",car2go,1505716013,-1,-1,452/FK645LX,"Corso Giovanni Pascoli, 5-9, 10134 Torino TO",1505715435,WME4530421Y135061,true,2017-09-18T08:17:15.000Z,40,GOOD,GOOD,2017-09-18T08:26:53.000Z,CE,LineString,7.65878,45.04945,7.65878,45.04945,-1,-1,-1,-1,0,,,,,,,,,
37,Torino,915,1228,"Via Nizza, 11-13, 10125 Torino TO",car2go,1505716117,511,2856,089/FF055NT,"Via Gian Domenico Romagnosi, 1, 10128 Torino TO",1505715435,WME4533421K150229,true,2017-09-18T08:17:15.000Z,37,GOOD,GOOD,2017-09-18T08:28:37.000Z,CE,LineString,7.67893,45.06062,7.67101,45.05409,681,1395,2017-09-18T08:38:07.000Z,1505716687,955,,,,,,,,,
40,Torino,215,284,"Corso Re Umberto, 72, 10128 Torino TO",car2go,1505717430,150,773,516/FK993MC,"Corso Luigi Einaudi, 70, 10128 Torino TO",1505715435,WME4530421Y135256,true,2017-09-18T08:17:15.000Z,37,GOOD,GOOD,2017-09-18T08:50:30.000Z,CE,LineString,7.66765,45.05604,7.66682,45.05782,-1,-1,-1,-1,208,,,,,,,,,
100,Torino,1223,1602,"Via Nizza, 2, 10125 Torino TO",car2go,1505715959,358,1905,526/FK806LX,"Via Amerigo Vespucci, 10, 10128 Torino TO",1505715435,WME4530421Y135166,true,2017-09-18T08:17:15.000Z,100,GOOD,GOOD,2017-09-18T08:25:59.000Z,CE,LineString,7.67949,45.06176,7.66659,45.05477,834,1868,2017-09-18T08:40:51.000Z,1505716851,1276,,,,,,,,,
28,Torino,2261,3011,"Via Caraglio, 97, 10141 Torino TO",car2go,1505717066,625,3381,507/FK910LX,"Corso Inghilterra, 41, 10138 Torino TO",1505715490,WME4530421Y135157,true,2017-09-18T08:18:10.000Z,25,GOOD,GOOD,2017-09-18T08:44:26.000Z,CE,LineString,7.64188,45.05891,7.66741,45.0743,1692,4410,2017-09-18T09:18:26.000Z,1505719106,2634,,,,,,,,,
18,Torino,2885,3738,"Via Sempione, 158, 10154 Torino TO",car2go,1505717066,926,4563,254/FF141SJ,"Via Alessandro Manzoni, 2, 10122 Torino TO",1505715490,WME4533421K154636,true,2017-09-18T08:18:10.000Z,15,GOOD,GOOD,2017-09-18T08:44:26.000Z,CE,LineString,7.69868,45.09671,7.67183,45.07551,1874,4191,2017-09-18T09:20:22.000Z,1505719222,3160,,,,,,,,,
34,Torino,-1,-1,"Via Susa, 2, 10138 Torino TO",car2go,1505718090,-1,-1,266/FF160SJ,"Piazzeta Luciano Jona, 6, 10135 Torino TO",1505715490,WME4533421K150820,true,2017-09-18T08:18:10.000Z,31,GOOD,GOOD,2017-09-18T09:01:30.000Z,CE,LineString,7.66467,45.07205,7.61429,45.01993,3395,11224,2017-09-18T09:58:58.000Z,1505721538,7013,,,,,,,,,
43,Torino,-1,-1,"Corso Lecce, 122, 10143 Torino TO",car2go,1505716275,-1,-1,409/FK610LX,"Corso Lecce, 122, 10143 Torino TO",1505715490,WME4530421Y135078,true,2017-09-18T08:18:10.000Z,43,GOOD,GOOD,2017-09-18T08:31:15.000Z,CE,LineString,7.65053,45.08542,7.65053,45.08542,-1,-1,-1,-1,0,,,,,,,,,
100,Torino,-1,-1,"Corso Enrico Gamba, 10144 Torino TO",car2go,1505716380,-1,-1,127/FF136NT,"Corso Enrico Gamba, 10144 Torino TO",1505715490,WME4533421K152637,true,2017-09-18T08:18:10.000Z,100,GOOD,GOOD,2017-09-18T08:33:00.000Z,CE,LineString,7.67311,45.08462,7.67311,45.08462,-1,-1,-1,-1,0,,,,,,,,,
88,Torino,2583,3407,"Corso Moncalieri, 356-390, 10133 Torino TO",enjoy,1505716705,940,6103,EZ277GW,"Corso Massimo d'Azeglio, 34, 10125 Torino TO",1505715518,,,2017-09-18T08:18:38.000Z,86,,,2017-09-18T08:38:25.000Z,,LineString,7.6767073,45.026966,7.6841755,45.05414,1349,4076,2017-09-18T09:01:19.000Z,1505718079,3076,2,99,100,141,8,1,Fiat 500,false,461323
96,Torino,5373,7208,"Via Caraglio, 92, 10141 Torino TO",enjoy,1505717424,737,5479,EZ530DD,"Corso Potenza, 190, 10149 Torino TO",1505715518,,,2017-09-18T08:18:38.000Z,96,,,2017-09-18T08:50:24.000Z,,LineString,7.6413383,45.06097,7.6619473,45.10263,2918,7652,2017-09-18T09:43:33.000Z,1505720613,4903,2,99,100,141,8,1,Fiat 500,false,414602
68,Torino,1473,2004,"Via Antonio Bertola, 48, 10122 Torino TO",enjoy,1505717199,586,2181,EZ196TY,"Via Fratelli Calandra, 3, 10123 Torino TO",1505715518,,,2017-09-18T08:18:38.000Z,67,,,2017-09-18T08:46:39.000Z,,LineString,7.6757402,45.072098,7.689386,45.061634,1023,2725,2017-09-18T09:07:02.000Z,1505718422,1580,2,99,141,,8,1,Fiat 500,false,334133
31,Torino,177,210,"Corso Principe Oddone, 64, 10152 Torino TO",enjoy,1505716208,50,211,EZ202GW,"Corso Ottone Rosai, 10144 Torino TO",1505715518,,,2017-09-18T08:18:38.000Z,31,,,2017-09-18T08:30:08.000Z,,LineString,7.6748915,45.085464,7.674046,45.086414,-1,-1,-1,-1,124,2,99,100,141,8,1,Fiat 500,false,449283
41,Torino,547,738,"Via Ternengo, 35-39, 10154 Torino TO",enjoy,1505716705,179,747,EZ001TY,"Via Tollegno, 63, 10154 Torino TO",1505715518,,,2017-09-18T08:18:38.000Z,40,,,2017-09-18T08:38:25.000Z,,LineString,7.6962795,45.086647,7.7032223,45.08714,525,966,2017-09-18T08:47:07.000Z,1505717227,547,2,99,141,,8,1,Fiat 500,false,375381
57,Torino,2398,3083,"Via Antonio Bertola, 43, 10122 Torino TO",enjoy,1505717424,734,3422,EZ993DD,"Corso Racconigi, 107, 10141 Torino TO",1505715518,,,2017-09-18T08:18:38.000Z,55,,,2017-09-18T08:50:24.000Z,,LineString,7.67298,45.07283,7.645053,45.065353,1568,5093,2017-09-18T09:18:10.000Z,1505719090,2343,2,99,100,141,8,1,Fiat 500,false,408414
80,Torino,-1,-1,"Via Fratelli Ruffini, 2, 10121 Torino TO",enjoy,1505755813,-1,-1,EZ117TY,"Via Saluzzo, 76, 10126 Torino TO",1505715518,,,2017-09-18T08:18:38.000Z,46,,,2017-09-18T19:30:13.000Z,,LineString,7.6690807,45.072536,7.6762447,45.051994,-1,-1,-1,-1,2350,2,99,141,,8,1,Fiat 500,false,362174
40,Torino,3817,4951,"Via Nizza, 15, 10125 Torino TO",enjoy,1505717199,930,5676,EZ534DD,"Via Castelgomberto, 21, 10136 Torino TO",1505715518,,,2017-09-18T08:18:38.000Z,37,,,2017-09-18T08:46:39.000Z,,LineString,7.6787,45.060333,7.6321797,45.05016,2134,6715,2017-09-18T09:22:53.000Z,1505719373,3822,2,99,100,141,8,1,Fiat 500,false,422845
85,Torino,3275,4301,"Via Massena, 63, 10128 Torino TO",enjoy,1505717919,727,4353,EZ122GW,"Via Alessandro Pernati di Momo, 16A, 10135 Torino TO",1505715518,,,2017-09-18T08:18:38.000Z,82,,,2017-09-18T08:58:39.000Z,,LineString,7.670316,45.057396,7.6396513,45.02768,995,4385,2017-09-18T09:15:39.000Z,1505718939,4086,2,99,100,141,8,1,Fiat 500,false,397761
53,Torino,2511,3267,"Via Michele Coppino, 96, 10147 Torino TO",car2go,1505717230,529,3653,431/FK632LX,"Corso Grosseto, 388-390, 10151 Torino TO",1505715594,WME4530421Y135127,true,2017-09-18T08:19:54.000Z,50,GOOD,GOOD,2017-09-18T08:47:10.000Z,CE,LineString,7.6775,45.10106,7.63944,45.10738,1656,3869,2017-09-18T09:26:18.000Z,1505719578,3066,,,,,,,,,
12,Torino,1403,1835,"Via Tirreno, 159, 10136 Torino TO",car2go,1505716434,484,2256,026/FF785KW,"Corso Castelfidardo, 10129 Torino TO",1505715594,WME4533421K149369,true,2017-09-18T08:19:54.000Z,12,GOOD,GOOD,2017-09-18T08:33:54.000Z,CE,LineString,7.64712,45.05277,7.6593,45.0626,984,2306,2017-09-18T09:00:13.000Z,1505718013,1451,,,,,,,,,
15,Torino,-1,-1,"Corso Unione Sovietica, 221A, 10134 Torino TO",car2go,1505715647,-1,-1,492/FK895LX,"Corso Unione Sovietica, 221A, 10134 Torino TO",1505715594,WME4530421Y135239,true,2017-09-18T08:19:54.000Z,15,GOOD,GOOD,2017-09-18T08:20:47.000Z,CE,LineString,7.64973,45.03555,7.64973,45.03555,-1,-1,-1,-1,0,,,,,,,,,
68,Torino,1289,1705,"Via Giovanni Carlo Cavalli, 24A, 10138 Torino TO",car2go,1505716911,532,2252,335/FF057VY,"Via San Domenico, 29, 10122 Torino TO",1505715647,WME4533421K150553,true,2017-09-18T08:20:47.000Z,68,GOOD,GOOD,2017-09-18T08:41:51.000Z,CE,LineString,7.6598,45.0715,7.67516,45.07655,1067,1992,2017-09-18T09:02:55.000Z,1505718175,1329,,,,,,,,,
40,Torino,3507,4675,"Via Sostegno, 10-14, 10146 Torino TO",car2go,1505716807,810,4864,129/FF138NT,"Corso Galileo Ferraris, 65, 10128 Torino TO",1505715647,WME4533421K152660,true,2017-09-18T08:20:47.000Z,37,GOOD,GOOD,2017-09-18T08:40:07.000Z,CE,LineString,7.61907,45.076,7.6679,45.06102,1714,6718,2017-09-18T09:08:58.000Z,1505718538,4178,,,,,,,,,
78,Torino,1865,2478,"Via Claudio Luigi Berthollet, 43, 10125 Torino TO",car2go,1505716548,610,2849,318/FF293SJ,"Via Giorgio Pallavicino, 18, 10153 Torino TO",1505715698,WME4533421K152078,true,2017-09-18T08:21:38.000Z,78,GOOD,GOOD,2017-09-18T08:35:48.000Z,CE,LineString,7.68542,45.05762,7.70295,45.07308,1448,3104,2017-09-18T09:02:52.000Z,1505718172,2201,,,,,,,,,
68,Torino,-1,-1,"Via Moretta, 2, 10138 Torino TO",car2go,1505716117,-1,-1,410/FK611LX,"Via Moretta, 2, 10138 Torino TO",1505715698,WME4530421Y135079,true,2017-09-18T08:21:38.000Z,68,GOOD,GOOD,2017-09-18T08:28:37.000Z,CE,LineString,7.6546,45.06752,7.6546,45.06752,-1,-1,-1,-1,0,,,,,,,,,
50,Torino,2392,3115,"Corso Svizzera, 101-117, 10143 Torino TO",car2go,1505716434,479,3128,209/FF046SJ,"Via Giacinto Pacchiotti, 112-116, 10146 Torino TO",1505715698,WME4533421K150446,true,2017-09-18T08:21:38.000Z,50,GOOD,GOOD,2017-09-18T08:33:54.000Z,CE,LineString,7.65435,45.08586,7.62268,45.07826,1721,5397,2017-09-18T09:10:34.000Z,1505718634,2624,,,,,,,,,
50,Torino,-1,-1,"Via Francesco dall'Ongaro, 30, 10141 Torino TO",car2go,1505718037,1180,6517,183/FF337NT,"Via Mantova, 21, 10153 Torino TO",1505715698,WME4533421K151716,true,2017-09-18T08:21:38.000Z,50,GOOD,GOOD,2017-09-18T09:00:37.000Z,CE,LineString,7.6517,45.05861,7.6979,45.07579,2433,5924,2017-09-18T09:41:47.000Z,1505720507,4097,,,,,,,,,
37,Torino,2017,2771,"Corso Grosseto, 391, 10151 Torino TO",car2go,1505716755,460,3360,025/FF783KW,"Corso Grosseto, 78, 10148 Torino TO",1505715698,WME4533421K149079,true,2017-09-18T08:21:38.000Z,37,GOOD,GOOD,2017-09-18T08:39:15.000Z,CE,LineString,7.64634,45.10622,7.68124,45.10452,1317,3790,2017-09-18T09:00:25.000Z,1505718025,2743,,,,,,,,,
75,Torino,-1,-1,"Corso Bolzano, 44, 10121 Torino TO",car2go,1505716548,-1,-1,190/EZ415NP,"Corso Bolzano, 44, 10121 Torino TO",1505715698,WME4513341K746345,false,2017-09-18T08:21:38.000Z,75,GOOD,GOOD,2017-09-18T08:35:48.000Z,CE,LineString,7.66786,45.07263,7.66786,45.07263,-1,-1,-1,-1,0,,,,,,,,,
25,Torino,12,16,"Via Michele Antonio Vibò, 26-28, 10147 Torino TO",enjoy,1505716480,4,16,EZ263SE,"Via Michele Antonio Vibò, 31, 10147 Torino TO",1505715746,,,2017-09-18T08:22:26.000Z,25,,,2017-09-18T08:34:40.000Z,,LineString,7.67753,45.0948,7.677282,45.09477,-1,-1,-1,-1,19,2,99,141,,8,1,Fiat 500,false,438540
100,Torino,5717,7606,"Via Emanuel Giovanni, 18, 10136 Torino TO",enjoy,1505718627,1494,9258,EZ199GW,"Via Bologna, 171, 10154 Torino TO",1505715746,,,2017-09-18T08:22:26.000Z,100,,,2017-09-18T09:10:27.000Z,,LineString,7.644597,45.04704,7.709049,45.088688,3938,13115,2017-09-18T10:14:30.000Z,1505722470,6856,2,99,100,141,8,1,Fiat 500,false,307271
44,Torino,1371,1825,"Via Issiglio, 84-88, 10141 Torino TO",enjoy,1505716934,332,1857,EZ085TY,"Corso Castelfidardo, 42, 10138 Torino TO",1505715746,,,2017-09-18T08:22:26.000Z,43,,,2017-09-18T08:42:14.000Z,,LineString,7.6397843,45.060795,7.658785,45.06237,1005,2150,2017-09-18T09:04:19.000Z,1505718259,1501,2,99,141,,8,1,Fiat 500,false,362774
42,Torino,846,1129,"Corso Giacomo Matteotti, 57, 10121 Torino TO",enjoy,1505716208,355,1262,EZ284GW,"Piazza Solferino, 7, 10121 Torino TO",1505715746,,,2017-09-18T08:22:26.000Z,40,,,2017-09-18T08:30:08.000Z,,LineString,7.665968,45.06934,7.6770215,45.06838,516,1126,2017-09-18T08:31:00.000Z,1505716260,874,2,99,100,141,8,1,Fiat 500,false,348670
77,Torino,73,98,"Via Borgaro, 60, 10149 Torino TO",enjoy,1505717199,144,584,EZ833DD,"Via Luini Bernardino, 77Bis, 10149 Torino TO",1505715746,,,2017-09-18T08:22:26.000Z,74,,,2017-09-18T08:46:39.000Z,,LineString,7.663038,45.096985,7.662738,45.097725,-1,-1,-1,-1,85,2,99,100,141,8,1,Fiat 500,false,417512
37,Torino,3213,4101,"Via Sebastiano Grandis, 14, 10121 Torino TO",enjoy,1505716934,743,4351,EZ816DD,"Via Arbe, 2-12, 10136 Torino TO",1505715746,,,2017-09-18T08:22:26.000Z,34,,,2017-09-18T08:42:14.000Z,,LineString,7.6679306,45.07185,7.6323147,45.055336,1777,5716,2017-09-18T09:33:15.000Z,1505719995,3344,2,99,100,141,8,1,Fiat 500,false,373228
90,Torino,15,19,"Via Carlo Ignazio Giulio, 21, 10122 Torino TO",enjoy,1505716208,557,1968,EZ057TY,"Via Piave, 21, 10122 Torino TO",1505715746,,,2017-09-18T08:22:26.000Z,90,,,2017-09-18T08:30:08.000Z,,LineString,7.677138,45.077656,7.676909,45.077618,-1,-1,-1,-1,18,2,99,141,,8,1,Fiat 500,false,364527
89,Torino,4235,5487,"Via Enrico D'Ovidio, 10129 Torino TO",enjoy,1505718155,950,6404,EZ126GW,"Corso Luigi Settembrini, 210, 10135 Torino TO",1505715746,,,2017-09-18T08:22:26.000Z,84,,,2017-09-18T09:02:35.000Z,,LineString,7.6617,45.06169,7.617761,45.02986,1757,6546,2017-09-18T09:37:37.000Z,1505720257,4940,2,99,100,141,8,1,Fiat 500,false,387320
81,Torino,-1,-1,"Via Tolmino, 56-1676, 10141 Torino TO",car2go,1505732350,-1,-1,533/FK813LX,"Via Andrea Sansovino, 191-205, 10151 Torino TO",1505715750,WME4530421Y135150,true,2017-09-18T08:22:30.000Z,75,GOOD,GOOD,2017-09-18T12:59:10.000Z,CE,LineString,7.64392,45.05531,7.65001,45.10738,-1,-1,-1,-1,5805,,,,,,,,,
25,Torino,-1,-1,"Corso Sebastopoli, 304, 10136 Torino TO",car2go,1505716117,-1,-1,018/FF776KW,"Corso Sebastopoli, 304, 10136 Torino TO",1505715750,WME4533421K148762,true,2017-09-18T08:22:30.000Z,25,GOOD,GOOD,2017-09-18T08:28:37.000Z,CE,LineString,7.63183,45.04983,7.63183,45.04983,-1,-1,-1,-1,0,,,,,,,,,
96,Torino,-1,-1,"Corso Racconigi, 53, 10139 Torino TO",car2go,1505716603,-1,-1,497/FK900LX,"Corso Racconigi, 53, 10139 Torino TO",1505715803,WME4530421Y135067,true,2017-09-18T08:23:23.000Z,96,GOOD,GOOD,2017-09-18T08:36:43.000Z,CE,LineString,7.64626,45.06931,7.64626,45.06931,-1,-1,-1,-1,0,,,,,,,,,
100,Torino,-1,-1,"Corso Quintino Sella, 96, 10132 Torino TO",car2go,1505718193,1647,11451,002/FF741KW,"Corso Enrico Tazzoli, 188-190, 10137 Torino TO",1505715803,WME4533421K140145,true,2017-09-18T08:23:23.000Z,100,GOOD,GOOD,2017-09-18T09:03:13.000Z,CE,LineString,7.71613,45.06569,7.62076,45.03672,-1,-1,-1,-1,8149,,,,,,,,,
71,Torino,2214,2773,"Via Cesare Lombroso, 27, 10125 Torino TO",car2go,1505716704,615,2882,506/FK909LX,"Corso Castelfidardo, 10129 Torino TO",1505715803,WME4530421Y135122,true,2017-09-18T08:23:23.000Z,71,GOOD,GOOD,2017-09-18T08:38:24.000Z,CE,LineString,7.68501,45.05547,7.65924,45.06254,1014,2783,2017-09-18T08:58:27.000Z,1505717907,2170,,,,,,,,,
15,Torino,-1,-1,"Via Ricaldone, 36, 10136 Torino TO",car2go,1505717066,-1,-1,349/FF153VY,"Via Ricaldone, 36, 10136 Torino TO",1505715857,WME4533421K152500,true,2017-09-18T08:24:17.000Z,15,GOOD,GOOD,2017-09-18T08:44:26.000Z,CE,LineString,7.64529,45.05068,7.64529,45.05068,-1,-1,-1,-1,0,,,,,,,,,
87,Torino,3696,4807,"Via Giosuè Borsi, 110, 10149 Torino TO",car2go,1505717230,970,5947,480/FK871LX,"Via Spalato, 33, 10141 Torino TO",1505715857,WME4530421Y135098,true,2017-09-18T08:24:17.000Z,84,GOOD,GOOD,2017-09-18T08:47:10.000Z,CE,LineString,7.6542,45.09918,7.65306,45.06023,2487,6268,2017-09-18T09:32:30.000Z,1505719950,4329,,,,,,,,,
65,Torino,699,946,"Via Ottavio Revel, 5, 10121 Torino TO",car2go,1505716275,399,1535,538/FK818LX,"Via Don Giovanni Minzoni, 1-3, 10121 Torino TO",1505715857,WME4530421Y135144,true,2017-09-18T08:24:17.000Z,62,GOOD,GOOD,2017-09-18T08:31:15.000Z,CE,LineString,7.66919,45.06957,7.67722,45.06715,548,1145,2017-09-18T08:43:37.000Z,1505717017,685,,,,,,,,,
18,Torino,2260,2923,"Piazza della Repubblica, 5D, 10122 Torino TO",car2go,1505717230,1045,5658,487/FK890LX,"Largo Re Umberto, 98a, 10128 Torino TO",1505715959,WME4530421Y135229,true,2017-09-18T08:25:59.000Z,18,GOOD,GOOD,2017-09-18T08:47:10.000Z,CE,LineString,7.68212,45.07642,7.66514,45.05333,1412,3635,2017-09-18T09:11:44.000Z,1505718704,2891,,,,,,,,,
59,Torino,2478,3286,"Via Enrico Petrella, 38, 10154 Torino TO",car2go,1505717704,1032,4716,131/FF148NT,"Via Santa Maria, 9, 10122 Torino TO",1505715959,WME4533421K152895,true,2017-09-18T08:25:59.000Z,56,GOOD,GOOD,2017-09-18T08:55:04.000Z,CE,LineString,7.70346,45.08971,7.67724,45.07226,1526,3912,2017-09-18T09:22:57.000Z,1505719377,2827,,,,,,,,,
50,Torino,2198,2858,"Corso Peschiera, 139, 10141 Torino TO",car2go,1505716548,568,2841,344/FF148VY,"Corso Massimo d'Azeglio, 11, 10126 Torino TO",1505715959,WME4533421K151871,true,2017-09-18T08:25:59.000Z,50,GOOD,GOOD,2017-09-18T08:35:48.000Z,CE,LineString,7.65316,45.06317,7.68215,45.05009,1136,2971,2017-09-18T09:00:20.000Z,1505718020,2700,,,,,,,,,
34,Torino,4134,5350,"Via Ottavio Revel, 10121 Torino TO",car2go,1505717430,957,6109,291/FF226SJ,"Corso Enrico Tazzoli, 114, 10137 Torino TO",1505715959,WME4533421K152905,true,2017-09-18T08:25:59.000Z,31,GOOD,GOOD,2017-09-18T08:50:30.000Z,CE,LineString,7.66781,45.07,7.62688,45.03516,2263,6161,2017-09-18T09:28:36.000Z,1505719716,5031,,,,,,,,,
100,Torino,3079,4059,"Via Somalia, 42/A, 10024 Moncalieri TO",car2go,1505716858,585,4607,125/FF134NT,"Via Plava, 76-78, 10135 Torino TO",1505715959,WME4533421K152482,true,2017-09-18T08:25:59.000Z,100,GOOD,GOOD,2017-09-18T08:40:58.000Z,CE,LineString,7.65757,45.01329,7.61436,45.02072,1465,6490,2017-09-18T09:10:27.000Z,1505718627,3493,,,,,,,,,
62,Torino,-1,-1,"Via Vittorio Cuniberti, 92F, 10151 Torino TO",car2go,1505716117,-1,-1,218/FF065SJ,"Via Vittorio Cuniberti, 92F, 10151 Torino TO",1505715959,WME4533421K144610,true,2017-09-18T08:25:59.000Z,62,GOOD,GOOD,2017-09-18T08:28:37.000Z,CE,LineString,7.65578,45.11072,7.65578,45.11072,-1,-1,-1,-1,0,,,,,,,,,
100,Torino,-1,-1,"Via Valprato, 57, 10155 Torino TO",car2go,1505717178,-1,-1,020/FF778KW,"Via Valprato, 57, 10155 Torino TO",1505715959,WME4533421K148812,true,2017-09-18T08:25:59.000Z,100,GOOD,GOOD,2017-09-18T08:46:18.000Z,CE,LineString,7.68249,45.09319,7.68249,45.09319,-1,-1,-1,-1,0,,,,,,,,,
90,Torino,2817,3617,"Via Pasquale Paoli, 17, 10134 Torino TO",enjoy,1505717424,747,4138,EZ011TY,"Corso Racconigi, 128, 10141 Torino TO",1505715978,,,2017-09-18T08:26:18.000Z,88,,,2017-09-18T08:50:24.000Z,,LineString,7.653702,45.037117,7.6450214,45.063587,1666,6019,2017-09-18T09:25:55.000Z,1505719555,3019,2,99,141,,8,1,Fiat 500,false,309764
