Номер кейса,Номер задачи,ID клиента,Пол,Канал обращения,Ответственный отдел,Категория услуг,Услуга,Программа,Дата и время создания (МСК),Что делали,Страна,Город,"""Технический кейс"""
25774,25774.29691,186,,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,28.10.2024 21:22,Подборка,Россия,Владивосток,0
23078,23078.28352,186,,Мессенджер,Путешествия,Информационная поддержка,Информационный запрос,VIP,23.10.2024 06:05,Инфо,Россия,Владивосток,0
23078,23078.28350,186,,Мессенджер,Путешествия,Гастро,Коллекция ресторанов,VIP,23.10.2024 05:25,Подборка,Россия,Владивосток,0
24400,24400.28123,186,,Мессенджер,Лайфстайл,Гастро,Заказ еды,VIP,22.10.2024 10:34,Инфо,Россия,Владивосток,0
24248,24248.27945,186,,Мессенджер,Лайфстайл,Товары,Товары,VIP,21.10.2024 12:23,Инфо,Россия,Владивосток,0
23129,23129.26623,186,,Мессенджер,Путешествия,Размещение,Отели,VIP,15.10.2024 12:49,Бронирование/покупка,Россия,Владивосток,0
23095,23095.26594,186,,Мессенджер,Лайфстайл,Информационная поддержка,Информационный запрос,VIP,15.10.2024 10:30,Инфо,Россия,Владивосток,0
23078,23078.26592,186,,Мессенджер,Путешествия,Информационная поддержка,Информационный запрос,VIP,15.10.2024 10:23,Инфо,Россия,Владивосток,0
23078,23078.26572,186,,Мессенджер,Путешествия,Информационная поддержка,Информационный запрос,VIP,15.10.2024 08:25,Инфо,Россия,Владивосток,0
23078,23078.26570,186,,Мессенджер,Путешествия,Информационная поддержка,Информационный запрос,VIP,15.10.2024 08:19,"Инфо, Подборка",Россия,Владивосток,0
23078,23078.26569,186,,Мессенджер,Путешествия,Гастро,Ресторан,VIP,15.10.2024 08:16,Подборка,Россия,Владивосток,0
23078,23078.26566,186,,Мессенджер,Путешествия,Путешествия,Гиды и Экскурсии,VIP,15.10.2024 08:08,Подборка,Россия,Владивосток,0
22336,22336.25804,186,,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,11.10.2024 12:44,"Инфо, Подборка",Россия,Владивосток,0
22336,22336.25784,186,,Мессенджер,Лайфстайл,Мероприятия,Мероприятия,VIP,11.10.2024 11:26,"Инфо, Подборка",Россия,Владивосток,0
22336,22336.25749,186,,Мессенджер,Лайфстайл,Мероприятия,Парк развлечений,VIP,11.10.2024 08:47,"Инфо, Подборка",Россия,Владивосток,0
22336,22336.25748,186,,Мессенджер,Лайфстайл,Мероприятия,Парк развлечений,VIP,11.10.2024 08:44,"Инфо, Подборка",Россия,Владивосток,0
22336,22336.25747,186,,Мессенджер,Лайфстайл,Мероприятия,Парк развлечений,VIP,11.10.2024 08:32,"Инфо, Подборка",Россия,Владивосток,0
20956,20956.24242,186,,Мессенджер,Первая Линия,Путешествия,Достопримечательности,VIP,04.10.2024 06:45,Инфо,Россия,Владивосток,0
20956,20956.24241,186,,Мессенджер,Первая Линия,Гастро,Коллекция ресторанов,VIP,04.10.2024 06:44,Подборка,Россия,Владивосток,0
19196,19196.22879,186,,Мессенджер,Лайфстайл,Сервисы,"Доставка, курьер",VIP,27.09.2024 10:39,Инфо,Россия,Владивосток,0
19196,19196.22276,186,,Мессенджер,Лайфстайл,Гастро,Алкоголь,VIP,24.09.2024 15:10,Инфо,Россия,Владивосток,0
17583,17583.20458,186,,Мессенджер,Лайфстайл,Мероприятия,Представления,VIP,16.09.2024 11:02,Инфо,Россия,Владивосток,0
17545,17545.20436,186,,Мессенджер,Первая Линия,Мероприятия,Спорт мероприятия,VIP,16.09.2024 07:45,Инфо,Россия,Владивосток,0
17545,17545.20416,186,,Мессенджер,Первая Линия,Мероприятия,Спорт мероприятия,VIP,16.09.2024 01:17,Снял запрос,Россия,Владивосток,0
4530,4530.19203,186,,Мессенджер,Путешествия,Информационная поддержка,Информационный запрос,VIP,10.09.2024 05:03,Инфо,Россия,Владивосток,0
4530,4530.18855,186,,Мессенджер,Путешествия,Информационная поддержка,Информационный запрос,VIP,08.09.2024 06:36,Инфо,Россия,Владивосток,0
13164,13164.18140,186,,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,VIP,04.09.2024 05:30,"Инфо, Бронирование/покупка",Россия,Владивосток,0
13164,13164.18137,186,,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,VIP,04.09.2024 04:10,"Инфо, Подборка",Россия,Владивосток,0
15177,15177.17871,186,,Мессенджер,Лайфстайл,Сервисы,"Доставка, курьер",VIP,02.09.2024 18:36,"Инфо, Бронирование/покупка",Россия,Владивосток,0
15177,15177.17770,186,,Мессенджер,Лайфстайл,Товары,Товары,VIP,02.09.2024 09:42,Бронирование/покупка,Россия,Владивосток,0
13559,13559.15968,186,Женский,Мессенджер,Лайфстайл,Мероприятия,Парк развлечений,VIP,23.08.2024 11:51,Инфо,Россия,Владивосток,0
13381,13381.15759,186,Женский,Чат,Лайфстайл,Мероприятия,Мероприятия,VIP,22.08.2024 12:37,Инфо,Россия,Владивосток,0
12653,12653.15599,186,Женский,Мессенджер,Первая Линия,Мероприятия,Парк развлечений,VIP,21.08.2024 14:44,Инфо,Россия,Владивосток,0
12653,12653.15515,186,Женский,Мессенджер,Первая Линия,Мероприятия,Парк развлечений,VIP,21.08.2024 03:03,Инфо,Россия,Владивосток,0
13164,13164.15511,186,Женский,Мессенджер,Первая Линия,Мероприятия,Спорт мероприятия,VIP,21.08.2024 01:19,"Инфо, Бронирование/покупка",Россия,Владивосток,0
10505,10505.14972,186,Женский,Мессенджер,Лайфстайл,Товары,Товары,VIP,18.08.2024 04:05,"Инфо, Подборка",Россия,Владивосток,0
12653,12653.14971,186,Женский,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,VIP,18.08.2024 02:56,Инфо,Россия,Владивосток,0
12653,12653.14970,186,Женский,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,VIP,18.08.2024 02:55,Инфо,Россия,Владивосток,0
12249,12249.14485,186,Женский,Чат,Лайфстайл,Мероприятия,Афиша,VIP,15.08.2024 17:14,Подборка,Россия,Владивосток,0
11511,11511.13660,186,Женский,Чат,Лайфстайл,Мероприятия,Представления,VIP,11.08.2024 13:38,Бронирование/покупка,Россия,Владивосток,0
10505,10505.12535,186,Женский,Мессенджер,Лайфстайл,Товары,Товары,VIP,05.08.2024 16:54,"Инфо, Подборка",Россия,Владивосток,0
4530,4530.10027,186,Женский,Мессенджер,Путешествия,Гастро,Гастро,VIP,24.07.2024 07:12,Подборка,Россия,Владивосток,0
4530,4530.10026,186,Женский,Мессенджер,Путешествия,Путешествия,Достопримечательности,VIP,24.07.2024 07:08,Инфо,Россия,Владивосток,0
4530,4530.10025,186,Женский,Мессенджер,Путешествия,Мероприятия,Афиша,VIP,24.07.2024 06:40,Подборка,Россия,Владивосток,0
4337,4337.10023,186,Женский,Мессенджер,Путешествия,Путешествия,Достопримечательности,VIP,24.07.2024 06:36,Инфо,Россия,Владивосток,0
4337,4337.10022,186,Женский,Мессенджер,Путешествия,Гастро,Гастро,VIP,24.07.2024 06:33,"Инфо, Подборка",Россия,Владивосток,0
4337,4337.10021,186,Женский,Мессенджер,Путешествия,Мероприятия,Афиша,VIP,24.07.2024 06:27,Подборка,Россия,Владивосток,0
8199,8199.10020,186,Женский,Мессенджер,Первая Линия,Сервисы,Подбор персонала,VIP,24.07.2024 06:12,Инфо,Россия,Владивосток,0
4891,4891.7439,186,Женский,Мессенджер,Путешествия,Гастро,Коллекция ресторанов,VIP,10.07.2024 16:40,Подборка,Россия,Владивосток,0
4891,4891.7147,186,Женский,Мессенджер,Путешествия,Размещение,Отели,VIP,09.07.2024 16:55,Подборка,Россия,Владивосток,0
4891,4891.6560,186,Женский,Мессенджер,Путешествия,Информационная поддержка,Информационный запрос,VIP,05.07.2024 07:42,Инфо,Россия,Владивосток,0
4530,4530.6127,186,,Мессенджер,Путешествия,Путешествия,Авиа,VIP,29.06.2024 13:52,"Инфо, Подборка",Россия,Владивосток,0
4530,4530.6126,186,,Мессенджер,Путешествия,Размещение,Размещение,VIP,29.06.2024 13:28,"Инфо, Подборка",Россия,Владивосток,0
4402,4402.5958,186,,Мессенджер,Лайфстайл,Сервисы,Сервисы,VIP,27.06.2024 11:26,Инфо,Россия,Владивосток,0
4338,4338.5891,186,,Мессенджер,Лайфстайл,Сервисы,Образование,VIP,26.06.2024 13:12,Инфо,Россия,Владивосток,0
4337,4337.5890,186,,Мессенджер,Путешествия,Размещение,Отели,VIP,26.06.2024 13:07,"Инфо, Подборка",Россия,Владивосток,0
4337,4337.5889,186,,Мессенджер,Путешествия,Размещение,Отели,VIP,26.06.2024 13:04,Подборка,Россия,Владивосток,0
4046,4046.5579,186,,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,VIP,21.06.2024 17:43,Инфо,Россия,Владивосток,0
3900,3900.5423,186,,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,VIP,19.06.2024 18:32,"Инфо, Подборка",Россия,Владивосток,0
3881,3881.5400,186,,Мессенджер,Лайфстайл,Мероприятия,Кино,VIP,19.06.2024 14:45,"Инфо, Подборка",Россия,Владивосток,0
2638,2638.5399,186,,Мессенджер,Путешествия,Мероприятия,Музеи и Выставки,VIP,19.06.2024 14:38,"Инфо, Бронирование/покупка",Россия,Владивосток,0
3859,3859.5375,186,,Мессенджер,Лайфстайл,Мероприятия,Кино,VIP,19.06.2024 11:38,"Инфо, Бронирование/покупка",Россия,Владивосток,0
3849,3849.5362,186,,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,VIP,19.06.2024 02:22,Инфо,Россия,Владивосток,0
2208,2208.5325,186,,Мессенджер,Путешествия,Путешествия,Путешествия,VIP,18.06.2024 14:50,Инфо,Россия,Владивосток,0
3663,3663.5163,186,,Мессенджер,Лайфстайл,Информационная поддержка,Информационный запрос,VIP,15.06.2024 18:59,Инфо,Россия,Владивосток,0
3663,3663.5164,186,,Мессенджер,Лайфстайл,Информационная поддержка,Информационный запрос,VIP,15.06.2024 18:59,"Инфо, Подборка",Россия,Владивосток,0
3658,3658.5153,186,,Мессенджер,Путешествия,Сервисы,Бьюти,VIP,15.06.2024 15:00,"Инфо, Подборка, Снял запрос",Россия,Владивосток,0
3607,3607.5095,186,,Мессенджер,Путешествия,Путешествия,Путешествия,VIP,14.06.2024 16:19,Инфо,Россия,Владивосток,0
2208,2208.5075,186,,Мессенджер,Путешествия,Путешествия,Путешествия,VIP,14.06.2024 14:35,Инфо,Россия,Владивосток,0
2208,2208.5053,186,,Мессенджер,Путешествия,Информационная поддержка,Информационный запрос,VIP,14.06.2024 02:30,"Инфо, Подборка",Россия,Владивосток,0
2638,2638.4873,186,,Мессенджер,Путешествия,Информационная поддержка,Информационный запрос,VIP,10.06.2024 23:59,Инфо,Россия,Владивосток,0
3366,3366.4769,186,,Мессенджер,Путешествия,Путешествия,Регистрация на рейс,VIP,09.06.2024 10:35,Инфо,Россия,Владивосток,0
3366,3366.4770,186,,Мессенджер,Путешествия,Путешествия,Регистрация на рейс,VIP,09.06.2024 10:35,Инфо,Россия,Владивосток,0
2208,2208.4608,186,,Мессенджер,Путешествия,Путешествия,Авиа,VIP,07.06.2024 10:47,Инфо,Россия,Владивосток,0
2208,2208.4607,186,,Мессенджер,Путешествия,Мероприятия,Мероприятия,VIP,07.06.2024 10:40,Инфо,Россия,Владивосток,0
2208,2208.4601,186,,Мессенджер,Путешествия,Информационная поддержка,Информационный запрос,VIP,07.06.2024 07:54,Инфо,Россия,Владивосток,0
2208,2208.4545,186,,Мессенджер,Путешествия,Путешествия,Регистрация на рейс,VIP,06.06.2024 11:35,Инфо,Россия,Владивосток,0
2208,2208.4546,186,,Мессенджер,Путешествия,Путешествия,Регистрация на рейс,VIP,06.06.2024 11:35,"Инфо, Бронирование/покупка",Россия,Владивосток,0
2208,2208.4542,186,,Мессенджер,Путешествия,Путешествия,Путешествия,VIP,06.06.2024 10:36,Снял запрос,Россия,Владивосток,0
2208,2208.4497,186,,Мессенджер,Путешествия,Путешествия,Трансфер,VIP,05.06.2024 18:05,"Инфо, Бронирование/покупка, Снял запрос",Россия,Владивосток,0
2208,2208.4464,186,,Мессенджер,Путешествия,Путешествия,Трансфер,VIP,05.06.2024 13:34,"Подборка, Бронирование/покупка",Россия,Владивосток,0
3094,3094.4401,186,,Чат,Лайфстайл,Мероприятия,Музеи и Выставки,VIP,04.06.2024 13:06,Инфо,Россия,Владивосток,0
2208,2208.4323,186,,Мессенджер,Путешествия,Гастро,Ресторан,VIP,03.06.2024 12:48,Инфо,Россия,Владивосток,0
2638,2638.4054,186,,,,Гастро,Ресторан,VIP,31.05.2024 10:35,,Россия,Москва,0
2638,2638.4034,186,,,,Мероприятия,Мероприятия,VIP,30.05.2024 17:14,,Россия,Москва,0
2638,2638.3993,186,,,,Путешествия,Трансфер,VIP,30.05.2024 03:05,,,,0
2208,2208.3960,186,,,,Путешествия,Авиа,VIP,29.05.2024 16:19,,,,0
2638,2638.3952,186,,,,Мероприятия,Мероприятия,VIP,29.05.2024 14:46,,Россия,Москва,0
2638,2638.3856,186,,,,Мероприятия,Музеи и Выставки,VIP,28.05.2024 11:34,,Россия,Москва,0
2694,2694.3850,186,,,,Сервисы,Медицина,VIP,28.05.2024 10:39,,Россия,Владивосток,0
2638,2638.3818,186,,,,Мероприятия,Афиша,VIP,27.05.2024 19:52,,Россия,Москва,0
2638,2638.3815,186,,,,Размещение,Отели,VIP,27.05.2024 19:43,,Россия,Москва,0
2638,2638.3754,186,,,,Путешествия,Гиды и Экскурсии,VIP,27.05.2024 07:45,,Россия,Москва,0
2638,2638.3753,186,,,,Размещение,Отели,VIP,27.05.2024 07:41,,Россия,Москва,0
2208,2208.3658,186,,,,Сервисы,Бьюти,VIP,24.05.2024 10:41,,Маврикий,"Маврикий, Port Louis, Порт-Луи",0
2208,2208.3501,186,,,,Путешествия,Трансфер,VIP,22.05.2024 19:23,,,,0
2208,2208.3433,186,,,,Сервисы,Сервисы,VIP,21.05.2024 12:22,,Маврикий,Порт-Луи,0
2208,2208.3377,186,,,,Гастро,Ресторан,VIP,20.05.2024 17:58,,Маврикий,"Маврикий, Port Louis, Порт-Луи",0
2208,2208.3378,186,,,,Путешествия,Гиды и Экскурсии,VIP,20.05.2024 17:58,,Маврикий,Порт-Луи,0
2253,2253.3268,186,,,,Гастро,Ресторан,VIP,18.05.2024 09:10,,Маврикий,Порт-Луи,0
2208,2208.3264,186,,,,Информационная поддержка,Информационный запрос,VIP,18.05.2024 02:34,,,,0
2208,2208.3262,186,,,,Путешествия,Гиды и Экскурсии,VIP,18.05.2024 02:04,,Маврикий,Порт-Луи,0
2208,2208.3263,186,,,,Путешествия,Гиды и Экскурсии,VIP,18.05.2024 02:04,,Маврикий,Порт-Луи,0
2208,2208.3220,186,,,,Мероприятия,Мероприятия,VIP,17.05.2024 05:42,,Маврикий,Порт-Луи,0
2208,2208.3218,186,,,,Размещение,Отели,VIP,17.05.2024 05:23,,Маврикий,"Маврикий, Port Louis, Порт-Луи",0
1861,1861.2781,186,,,,Сервисы,Образование,VIP,07.05.2024 08:16,,Россия,Владивосток,0
1159,1159.2763,186,,,,Путешествия,Визовая поддержка,VIP,06.05.2024 10:16,,,,0
1159,1159.2764,186,,,,Путешествия,Визовая поддержка,VIP,06.05.2024 10:16,,,,0
1195,1195.1927,186,Женский,Мессенджер,Путешествия,Путешествия,Авиа,VIP,12.04.2024 16:50,,Россия,Владивосток,0
1195,1195.1914,186,Женский,Мессенджер,Путешествия,Путешествия,Авиа,VIP,12.04.2024 10:45,Инфо,Россия,Владивосток,0
1159,1159.1876,186,Женский,Мессенджер,Путешествия,Путешествия,Визовая поддержка,VIP,11.04.2024 08:54,,Россия,Владивосток,0
27473,27473.31572,185,,Мессенджер,Лайфстайл,Мероприятия,Представления,VIP,05.11.2024 21:32,"Инфо, Бронирование/покупка",Россия,Москва,0
27473,27473.31575,185,,Мессенджер,Лайфстайл,Мероприятия,Представления,VIP,05.11.2024 21:32,Бронирование/покупка,Россия,Москва,0
1061,1061.1886,185,Женский,Мессенджер,Путешествия,Путешествия,Регистрация на рейс,VIP,11.04.2024 10:35,,Россия,Москва,0
1061,1061.1887,185,Женский,Мессенджер,Путешествия,Путешествия,Регистрация на рейс,VIP,11.04.2024 10:35,Бронирование/покупка,Россия,Москва,0
1061,1061.1885,185,Женский,Мессенджер,Путешествия,Путешествия,Регистрация на рейс,VIP,11.04.2024 10:23,Бронирование/покупка,Россия,Москва,0
1061,1061.1884,185,Женский,Мессенджер,Путешествия,Путешествия,Регистрация на рейс,VIP,11.04.2024 10:10,,Россия,Москва,0
1061,1061.1844,185,Женский,Мессенджер,Путешествия,Путешествия,Авиа,VIP,10.04.2024 17:03,,Россия,Москва,0
1061,1061.1768,185,Женский,Мессенджер,Путешествия,Путешествия,Авиа,VIP,08.04.2024 19:59,,Россия,Москва,0
21953,21953.25295,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,09.10.2024 12:37,Бронирование/покупка,Россия,Москва,0
22070,22070.25437,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,09.10.2024 21:35,"Инфо, Бронирование/покупка",Россия,Москва,0
22251,22251.25648,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,10.10.2024 18:23,Бронирование/покупка,Россия,Москва,0
22488,22488.25939,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,11.10.2024 19:39,Бронирование/покупка,Россия,Москва,0
23557,23557.27114,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,17.10.2024 16:06,Бронирование/покупка,Россия,Москва,0
25329,25329.29174,184,,Мессенджер,Путешествия,Путешествия,Визовая поддержка,Базовый,26.10.2024 16:05,Инфо,Россия,Москва,0
25472,25472.29351,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,27.10.2024 13:32,Инфо,Россия,Москва,0
26117,26117.30052,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,30.10.2024 14:07,Бронирование/покупка,Россия,Москва,0
26720,26720.30760,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,02.11.2024 11:23,"Инфо, Бронирование/покупка",Россия,Москва,0
27567,27567.31662,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,06.11.2024 13:13,Инфо,Россия,Москва,0
27892,27892.32060,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,07.11.2024 22:34,Инфо,Россия,Москва,0
29236,29236.33506,184,,Мессенджер,Лайфстайл,Товары,Цветы,Базовый,14.11.2024 16:51,Инфо,Россия,Москва,0
3856,3856.34694,184,,Мессенджер,Путешествия,Путешествия,Лодки с проживанием,Базовый,20.11.2024 11:36,"Инфо, Бронирование/покупка",Россия,Москва,0
30957,30957.35381,184,,Мессенджер,Путешествия,Путешествия,Визовая поддержка,Базовый,22.11.2024 23:54,"Инфо, Передано партнеру",Россия,Москва,0
31509,31509.1,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,25.11.2024 17:22,Бронирование/покупка,Россия,Москва,0
31581,31581.1,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,25.11.2024 20:33,"Инфо, Подборка",Россия,Москва,0
31684,31684.1,184,,Мессенджер,Первая Линия,Информационная поддержка,Предложения от КС,Базовый,26.11.2024 12:15,Инфо,Россия,Москва,0
32109,32109.1,184,,Мессенджер,Лайфстайл,Товары,Для дома и дачи,Базовый,28.11.2024 10:06,Инфо,Россия,Москва,0
20307,20307.23463,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,30.09.2024 14:30,Бронирование/покупка,Россия,Москва,0
19624,19624.22733,184,,Мессенджер,Лайфстайл,Информационная поддержка,Предложения от КС,Базовый,26.09.2024 15:38,,Россия,Москва,0
18741,18741.21783,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,21.09.2024 18:52,Бронирование/покупка,Россия,Москва,0
17264,17264.20135,184,,Мессенджер,Лайфстайл,Товары,Товары,Базовый,14.09.2024 12:01,Инфо,Россия,Москва,0
16772,16772.19997,184,,Мессенджер,Лайфстайл,Сервисы,Медицина,Базовый,13.09.2024 16:43,Инфо,Россия,Москва,0
16795,16795.19677,184,,Мессенджер,Путешествия,Путешествия,Трансфер,Базовый,11.09.2024 23:06,"Инфо, Бронирование/покупка",Россия,Москва,0
16795,16795.19676,184,,Мессенджер,Путешествия,Путешествия,Трансфер,Базовый,11.09.2024 23:03,"Инфо, Подборка, Бронирование/покупка",Россия,Москва,0
16792,16792.19673,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,11.09.2024 22:40,Бронирование/покупка,Россия,Москва,0
16772,16772.19644,184,,Мессенджер,Лайфстайл,Сервисы,Медицина,Базовый,11.09.2024 20:53,Инфо,Россия,Москва,0
15616,15616.18247,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,04.09.2024 17:49,Бронирование/покупка,Россия,Москва,0
15435,15435.18051,184,,Мессенджер,Лайфстайл,Информационная поддержка,Информационный запрос,Базовый,03.09.2024 15:45,Инфо,Россия,Москва,0
15169,15169.17857,184,,Мессенджер,Путешествия,Путешествия,Трансфер,Базовый,02.09.2024 17:43,Инфо,Россия,Москва,0
15169,15169.17753,184,,Мессенджер,Путешествия,Путешествия,Трансфер,Базовый,02.09.2024 07:42,"Инфо, Подборка",Россия,Москва,0
14094,14094.16584,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,26.08.2024 22:07,Бронирование/покупка,Россия,Москва,0
13449,13449.15837,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,22.08.2024 17:49,Инфо,Россия,Москва,0
13010,13010.15358,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,20.08.2024 12:34,Бронирование/покупка,Россия,Москва,0
12966,12966.15306,184,Женский,Мессенджер,Первая Линия,Размещение,Отели,Базовый,20.08.2024 04:19,Инфо,Россия,Москва,0
12966,12966.15305,184,Женский,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,Базовый,20.08.2024 04:14,"Инфо, Подборка",Россия,Москва,0
12468,12468.14749,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,16.08.2024 22:31,Бронирование/покупка,Россия,Москва,0
11695,11695.13890,184,Женский,Мессенджер,Лайфстайл,Сервисы,Сервисы,Базовый,12.08.2024 17:43,"Инфо, Подборка",Россия,Москва,0
11340,11340.13439,184,Женский,Мессенджер,Путешествия,Размещение,Отели,Базовый,09.08.2024 23:17,Подборка,Россия,Москва,0
10838,10838.12902,184,Женский,Мессенджер,Путешествия,Путешествия,Авиа,Базовый,07.08.2024 14:21,Инфо,Россия,Москва,0
9974,9974.11916,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,02.08.2024 13:24,Инфо,Россия,Москва,0
9774,9774.11726,184,Женский,Чат,Лайфстайл,Гастро,Ресторан,Базовый,01.08.2024 11:46,Подборка,Россия,Москва,0
9352,9352.11263,184,Женский,Чат,Путешествия,Путешествия,Авиа,Базовый,30.07.2024 09:25,Инфо,Россия,Москва,0
9153,9153.11063,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,29.07.2024 12:22,Инфо,Россия,Москва,0
8440,8440.11044,184,Женский,Чат,Путешествия,Путешествия,Трансфер,Базовый,29.07.2024 11:08,Бронирование/покупка,Россия,Москва,0
8550,8550.10596,184,Женский,Мессенджер,Путешествия,Размещение,Размещение,Базовый,26.07.2024 16:56,Инфо,Россия,Москва,0
8550,8550.10440,184,Женский,Мессенджер,Путешествия,Путешествия,Паромы,Базовый,25.07.2024 23:56,Инфо,Россия,Москва,0
8440,8440.10306,184,Женский,Чат,Путешествия,Путешествия,Лодки без проживания,Базовый,25.07.2024 12:34,Инфо,Россия,Москва,0
8071,8071.9864,184,Женский,Мессенджер,Лайфстайл,Мероприятия,Представления,Базовый,23.07.2024 12:53,"Инфо, Бронирование/покупка",Россия,Москва,0
8070,8070.9863,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,23.07.2024 12:45,Бронирование/покупка,Россия,Москва,0
8069,8069.9862,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,23.07.2024 12:40,Бронирование/покупка,Россия,Москва,0
7114,7114.8867,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,17.07.2024 20:40,"Инфо, Бронирование/покупка",Россия,Москва,0
5680,5680.7447,184,Женский,Мессенджер,Путешествия,Размещение,Отели,Базовый,10.07.2024 17:19,Подборка,Россия,Москва,0
5465,5465.7176,184,Женский,Чат,Лайфстайл,Гастро,Гастро,Базовый,09.07.2024 18:28,Бронирование/покупка,Россия,Москва,0
5451,5451.7165,184,Женский,Чат,Лайфстайл,Гастро,Гастро,Базовый,09.07.2024 18:00,Бронирование/покупка,Россия,Москва,0
5225,5225.6958,184,Женский,Чат,Лайфстайл,Гастро,Гастро,Базовый,08.07.2024 17:41,Бронирование/покупка,Россия,Москва,0
4871,4871.6538,184,Женский,Мессенджер,Лайфстайл,Сервисы,Спорт активности,Базовый,04.07.2024 19:18,"Инфо, Подборка",Россия,Москва,0
4866,4866.6523,184,Женский,Мессенджер,Лайфстайл,Гастро,Гастро,Базовый,04.07.2024 17:12,Бронирование/покупка,Россия,Москва,0
4806,4806.6445,184,Женский,Мессенджер,Лайфстайл,Мероприятия,Афиша,Базовый,03.07.2024 22:05,Подборка,Россия,Москва,0
4792,4792.6431,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,03.07.2024 19:45,Бронирование/покупка,Россия,Москва,0
4515,4515.6108,184,,Мессенджер,Путешествия,Размещение,Отели,Базовый,28.06.2024 22:55,,Россия,Москва,0
4105,4105.5654,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,22.06.2024 22:21,Бронирование/покупка,Россия,Москва,0
4053,4053.5590,184,,Чат,Путешествия,Путешествия,Авиа,Базовый,21.06.2024 20:16,Инфо,Россия,Москва,0
3856,3856.5372,184,,Мессенджер,Путешествия,Путешествия,Круиз с проживанием,Базовый,19.06.2024 10:35,Инфо,Россия,Москва,0
3856,3856.5371,184,,Мессенджер,Путешествия,Путешествия,Круиз с проживанием,Базовый,19.06.2024 10:10,Инфо,Россия,Москва,0
3804,3804.5310,184,,Мессенджер,Путешествия,Размещение,Размещение,Базовый,18.06.2024 11:16,"Инфо, Подборка",Россия,Москва,0
3480,3480.5167,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,15.06.2024 19:55,Бронирование/покупка,Россия,Москва,0
3630,3630.5126,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,14.06.2024 21:46,Подборка,Россия,Москва,0
3589,3589.5064,184,,Мессенджер,Путешествия,Размещение,Размещение,Базовый,14.06.2024 11:01,"Инфо, Подборка",Россия,Москва,0
3578,3578.5051,184,,Мессенджер,Путешествия,Путешествия,Поезда,Базовый,13.06.2024 21:51,Инфо,Россия,Москва,0
3572,3572.5046,184,,Мессенджер,Путешествия,Путешествия,Такси,Базовый,13.06.2024 21:10,Снял запрос,Россия,Москва,0
3563,3563.5040,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,13.06.2024 20:27,Бронирование/покупка,Россия,Москва,0
2501,2501.5035,184,,Мессенджер,Лайфстайл,Сервисы,"Доставка, курьер",Базовый,13.06.2024 19:16,Бронирование/покупка,Россия,Москва,0
3515,3515.4976,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,12.06.2024 17:37,Бронирование/покупка,Россия,Москва,0
3505,3505.4964,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,12.06.2024 13:48,Бронирование/покупка,Россия,Москва,0
